source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_qty,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason,dedup_key,source_section
232,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Radio,Radio,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RADIO,Nissan Navara – YD25 engine - Radio,stock,1,1,1712903.22,308322.58,2021225.80,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RADIO,Electrical System
235,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Mirror Assy DR (Side mirror, complete)","Mirror Assy DR (Side mirror, complete)",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MIRROR-ASSY-DR-SIDE-MIRROR-COMPLETE,"Nissan Navara – YD25 engine - Mirror Assy DR (Side mirror, complete)",stock,1,1,919863.97,165575.51,1085439.48,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MIRROR ASSY DR SIDE MIRROR COMPLETE,Body & Chassis
236,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GLASS-FR WIND (Windscreen),GLASS-FR WIND (Windscreen),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GLASS-FR-WIND-WINDSCREEN,Nissan Navara – YD25 engine - GLASS-FR WIND (Windscreen),stock,1,1,1225015.73,220502.83,1445518.56,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GLASS FR WIND WINDSCREEN,Body & Chassis
237,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Rubber Sealant,Rubber Sealant,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RUBBER-SEALANT,Nissan Navara – YD25 engine - Rubber Sealant,stock,1,1,124919.98,22485.60,147405.58,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RUBBER SEALANT,Body & Chassis
238,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MLDG WS UPPER (Upper windscreen molding),MLDG WS UPPER (Upper windscreen molding),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MLDG-WS-UPPER-UPPER-WINDSCREEN-MOLDING,Nissan Navara – YD25 engine - MLDG WS UPPER (Upper windscreen molding),stock,1,1,137178.88,24692.20,161871.08,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MLDG WS UPPER UPPER WINDSCREEN MOLDING,Body & Chassis
239,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine RUBBER-DUMDum rubber,RUBBER-DUMDum rubber,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RUBBER-DUMDUM-RUBBER,Nissan Navara – YD25 engine - RUBBER-DUMDum rubber,stock,1,1,625794.12,112642.94,738437.06,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RUBBER DUMDUM RUBBER,Body & Chassis
240,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MUD FLAP-FRONT,MUD FLAP-FRONT,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MUD-FLAP-FRONT,Nissan Navara – YD25 engine - MUD FLAP-FRONT,stock,1,1,359407.53,64693.36,424100.89,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MUD FLAP FRONT,Body & Chassis
241,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MUD GUARD-RR RH,MUD GUARD-RR RH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MUD-GUARD-RR-RH,Nissan Navara – YD25 engine - MUD GUARD-RR RH,stock,1,1,680484.38,122487.19,802971.57,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MUD GUARD RR RH,Body & Chassis
242,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MUD GUARD-RR LH,MUD GUARD-RR LH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MUD-GUARD-RR-LH,Nissan Navara – YD25 engine - MUD GUARD-RR LH,stock,1,1,680484.38,122487.19,802971.57,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MUD GUARD RR LH,Body & Chassis
243,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GLASS FR DR LH,GLASS FR DR LH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GLASS-FR-DR-LH,Nissan Navara – YD25 engine - GLASS FR DR LH,stock,1,1,1743814.96,313886.69,2057701.65,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GLASS FR DR LH,Body & Chassis
244,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GLASS FR DR RH,GLASS FR DR RH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GLASS-FR-DR-RH,Nissan Navara – YD25 engine - GLASS FR DR RH,stock,1,1,2034762.54,366257.26,2401019.80,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GLASS FR DR RH,Body & Chassis
245,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine glaSS RR DR LH,glaSS RR DR LH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GLASS-RR-DR-LH,Nissan Navara – YD25 engine - glaSS RR DR LH,stock,1,1,736555.93,132580.07,869136.00,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GLASS RR DR LH,Body & Chassis
246,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GLASS RR DR RH,GLASS RR DR RH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GLASS-RR-DR-RH,Nissan Navara – YD25 engine - GLASS RR DR RH,stock,1,1,680585.10,122505.32,803090.42,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GLASS RR DR RH,Body & Chassis
247,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GRILLE-RADIATOR,GRILLE-RADIATOR,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GRILLE-RADIATOR,Nissan Navara – YD25 engine - GRILLE-RADIATOR,stock,1,1,1495672.83,269221.11,1764893.94,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GRILLE RADIATOR,Body & Chassis
248,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Assy- Fr Door outs (Outer door handle, driver's door)","Assy- Fr Door outs (Outer door handle, driver's door)",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ASSY-FR-DOOR-OUTS-OUTER-DOOR-HANDLE-DRIVER-S-DOOR,"Nissan Navara – YD25 engine - Assy- Fr Door outs (Outer door handle, driver's door)",stock,1,1,138603.33,24948.60,163551.93,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ASSY FR DOOR OUTS OUTER DOOR HANDLE DRIVER S DOOR,Body & Chassis
249,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine HANDLE ASSY-FR (Outer door handle, co-driver's door)","HANDLE ASSY-FR (Outer door handle, co-driver's door)",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-HANDLE-ASSY-FR-OUTER-DOOR-HANDLE-CO-DRIVER-S-DOOR,"Nissan Navara – YD25 engine - HANDLE ASSY-FR (Outer door handle, co-driver's door)",stock,1,1,138603.33,24948.60,163551.93,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,HANDLE ASSY FR OUTER DOOR HANDLE CO DRIVER S DOOR,Body & Chassis
250,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine ASY FR DR INS L (Inner door handle, LH)","ASY FR DR INS L (Inner door handle, LH)",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ASY-FR-DR-INS-L-INNER-DOOR-HANDLE-LH,"Nissan Navara – YD25 engine - ASY FR DR INS L (Inner door handle, LH)",stock,1,1,147322.69,26518.08,173840.77,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ASY FR DR INS L INNER DOOR HANDLE LH,Body & Chassis
251,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine ASY FR DR INS R (Inner door hande, RH)","ASY FR DR INS R (Inner door hande, RH)",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ASY-FR-DR-INS-R-INNER-DOOR-HANDE-RH,"Nissan Navara – YD25 engine - ASY FR DR INS R (Inner door hande, RH)",stock,1,1,147322.69,26518.08,173840.77,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ASY FR DR INS R INNER DOOR HANDE RH,Body & Chassis
252,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Antenna,Antenna,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ANTENNA,Nissan Navara – YD25 engine - Antenna,stock,1,1,471219.68,84819.54,556039.22,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ANTENNA,Body & Chassis
253,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine LOCK ASSY-FR DO (door lock),LOCK ASSY-FR DO (door lock),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LOCK-ASSY-FR-DO-DOOR-LOCK,Nissan Navara – YD25 engine - LOCK ASSY-FR DO (door lock),stock,1,1,599779.91,107960.38,707740.29,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LOCK ASSY FR DO DOOR LOCK,Body & Chassis
254,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine VAD D22 FRT MOULDED BMPR (Front bumper),VAD D22 FRT MOULDED BMPR (Front bumper),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-VAD-D22-FRT-MOULDED-BMPR-FRONT-BUMPER,Nissan Navara – YD25 engine - VAD D22 FRT MOULDED BMPR (Front bumper),stock,1,1,1227933.74,221028.07,1448961.81,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,VAD D22 FRT MOULDED BMPR FRONT BUMPER,Body & Chassis
255,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Reinf assy frnt (Front reinforcement bumper),Reinf assy frnt (Front reinforcement bumper),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-REINF-ASSY-FRNT-FRONT-REINFORCEMENT-BUMPER,Nissan Navara – YD25 engine - Reinf assy frnt (Front reinforcement bumper),stock,1,1,1277688.78,229983.98,1507672.76,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,REINF ASSY FRNT FRONT REINFORCEMENT BUMPER,Body & Chassis
256,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BUMPER-REAR (Rear bumper),BUMPER-REAR (Rear bumper),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BUMPER-REAR-REAR-BUMPER,Nissan Navara – YD25 engine - BUMPER-REAR (Rear bumper),stock,1,1,1880562.19,338501.19,2219063.38,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BUMPER REAR REAR BUMPER,Body & Chassis
257,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine CABLE COMPL HOO (Bonnet cable),CABLE COMPL HOO (Bonnet cable),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CABLE-COMPL-HOO-BONNET-CABLE,Nissan Navara – YD25 engine - CABLE COMPL HOO (Bonnet cable),stock,1,1,197336.73,35520.61,232857.34,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CABLE COMPL HOO BONNET CABLE,Body & Chassis
258,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Reflector, pair","Reflector, pair",Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-REFLECTOR-PAIR,"Nissan Navara – YD25 engine - Reflector, pair",stock,1,1,68516.13,12332.90,80849.03,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,REFLECTOR PAIR,Body & Chassis
259,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MIR ASSY INSIDE (Driving mirror),MIR ASSY INSIDE (Driving mirror),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MIR-ASSY-INSIDE-DRIVING-MIRROR,Nissan Navara – YD25 engine - MIR ASSY INSIDE (Driving mirror),stock,1,1,497291.44,89512.46,586803.90,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MIR ASSY INSIDE DRIVING MIRROR,Body & Chassis
260,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SUNVISOR LH,SUNVISOR LH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SUNVISOR-LH,Nissan Navara – YD25 engine - SUNVISOR LH,stock,1,1,194300.78,34974.14,229274.92,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SUNVISOR LH,Body & Chassis
261,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SUNVISOR RH,SUNVISOR RH,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SUNVISOR-RH,Nissan Navara – YD25 engine - SUNVISOR RH,stock,1,1,178516.71,32133.01,210649.72,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SUNVISOR RH,Body & Chassis
262,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine JACK COMPL (Jack),JACK COMPL (Jack),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-JACK-COMPL-JACK,Nissan Navara – YD25 engine - JACK COMPL (Jack),stock,1,1,695189.31,125134.08,820323.39,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,JACK COMPL JACK,Body & Chassis
263,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ROD ASSY JACK (Jack handle),ROD ASSY JACK (Jack handle),Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ROD-ASSY-JACK-JACK-HANDLE,Nissan Navara – YD25 engine - ROD ASSY JACK (Jack handle),stock,1,1,84013.79,15122.48,99136.27,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ROD ASSY JACK JACK HANDLE,Body & Chassis
264,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Warning triangle,Warning triangle,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WARNING-TRIANGLE,Nissan Navara – YD25 engine - Warning triangle,stock,1,2,152258.07,27406.45,179664.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WARNING TRIANGLE,Body & Chassis
265,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Seat Covers,Seat Covers,Body & Chassis,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SEAT-COVERS,Nissan Navara – YD25 engine - Seat Covers,stock,1,,3064516.13,551612.90,3616129.03,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SEAT COVERS,Body & Chassis
269,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine INSUL  BODY MTG (middle cabin mountings),INSUL  BODY MTG (middle cabin mountings),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-INSUL-BODY-MTG-MIDDLE-CABIN-MOUNTINGS,Nissan Navara – YD25 engine - INSUL  BODY MTG (middle cabin mountings),stock,1,4,896001.23,161280.22,1057281.45,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,INSUL BODY MTG MIDDLE CABIN MOUNTINGS,Other Miscellaneous Parts
270,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine INSULATOR-3RD (Front body mountings),INSULATOR-3RD (Front body mountings),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-INSULATOR-3RD-FRONT-BODY-MOUNTINGS,Nissan Navara – YD25 engine - INSULATOR-3RD (Front body mountings),stock,1,2,472371.46,85026.86,557398.32,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,INSULATOR 3RD FRONT BODY MOUNTINGS,Other Miscellaneous Parts
271,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine RUB-BODY MTG 4T (Rear body mountings),RUB-BODY MTG 4T (Rear body mountings),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RUB-BODY-MTG-4T-REAR-BODY-MOUNTINGS,Nissan Navara – YD25 engine - RUB-BODY MTG 4T (Rear body mountings),stock,1,2,472371.46,85026.86,557398.32,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RUB BODY MTG 4T REAR BODY MOUNTINGS,Other Miscellaneous Parts
272,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MALE ASSY-HOOD (Bonnet lock),MALE ASSY-HOOD (Bonnet lock),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MALE-ASSY-HOOD-BONNET-LOCK,Nissan Navara – YD25 engine - MALE ASSY-HOOD (Bonnet lock),stock,1,1,203451.79,36621.32,240073.11,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MALE ASSY HOOD BONNET LOCK,Other Miscellaneous Parts
273,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine RUB BMPR HOOD (Front bonnet rubbers),RUB BMPR HOOD (Front bonnet rubbers),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RUB-BMPR-HOOD-FRONT-BONNET-RUBBERS,Nissan Navara – YD25 engine - RUB BMPR HOOD (Front bonnet rubbers),stock,1,2,6589.89,1186.18,7776.07,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RUB BMPR HOOD FRONT BONNET RUBBERS,Other Miscellaneous Parts
274,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BMPR HOODLEDGE (Bonnet side rubbers),BMPR HOODLEDGE (Bonnet side rubbers),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BMPR-HOODLEDGE-BONNET-SIDE-RUBBERS,Nissan Navara – YD25 engine - BMPR HOODLEDGE (Bonnet side rubbers),stock,1,2,8719.36,1569.48,10288.84,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BMPR HOODLEDGE BONNET SIDE RUBBERS,Other Miscellaneous Parts
275,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Panel assy-inst (Bonnet),Panel assy-inst (Bonnet),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PANEL-ASSY-INST-BONNET,Nissan Navara – YD25 engine - Panel assy-inst (Bonnet),stock,1,2,1828317.96,329097.23,2157415.19,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PANEL ASSY INST BONNET,Other Miscellaneous Parts
276,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Floor mats, rubber","Floor mats, rubber",Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FLOOR-MATS-RUBBER,"Nissan Navara – YD25 engine - Floor mats, rubber",stock,1,1,152258.07,27406.45,179664.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FLOOR MATS RUBBER,Other Miscellaneous Parts
277,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine CHECK LINK FR D (Seal),CHECK LINK FR D (Seal),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CHECK-LINK-FR-D-SEAL,Nissan Navara – YD25 engine - CHECK LINK FR D (Seal),stock,1,2,297609.39,53569.69,351179.08,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CHECK LINK FR D SEAL,Other Miscellaneous Parts
278,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine HORN ASSY (Low tone horn),HORN ASSY (Low tone horn),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-HORN-ASSY-LOW-TONE-HORN,Nissan Navara – YD25 engine - HORN ASSY (Low tone horn),stock,1,1,392213.05,70598.35,462811.40,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,HORN ASSY LOW TONE HORN,Other Miscellaneous Parts
279,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine HORN ASSY-HIGH (High tone horn),HORN ASSY-HIGH (High tone horn),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-HORN-ASSY-HIGH-HIGH-TONE-HORN,Nissan Navara – YD25 engine - HORN ASSY-HIGH (High tone horn),stock,1,1,328558.82,59140.59,387699.41,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,HORN ASSY HIGH HIGH TONE HORN,Other Miscellaneous Parts
280,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Base (Flat gasket),Base (Flat gasket),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BASE-FLAT-GASKET,Nissan Navara – YD25 engine - Base (Flat gasket),stock,1,1,20647.33,3716.52,24363.85,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BASE FLAT GASKET,Other Miscellaneous Parts
281,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine VAD Roll Bar D/ (Central lock switch),VAD Roll Bar D/ (Central lock switch),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-VAD-ROLL-BAR-D-CENTRAL-LOCK-SWITCH,Nissan Navara – YD25 engine - VAD Roll Bar D/ (Central lock switch),stock,1,1,3335645.39,600416.17,3936061.56,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,VAD ROLL BAR D CENTRAL LOCK SWITCH,Other Miscellaneous Parts
282,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine First aid kit,First aid kit,Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FIRST-AID-KIT,Nissan Navara – YD25 engine - First aid kit,stock,1,1,570967.74,102774.19,673741.93,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FIRST AID KIT,Other Miscellaneous Parts
283,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine VAD CMPL-SLIDE (Side step RH),VAD CMPL-SLIDE (Side step RH),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-VAD-CMPL-SLIDE-SIDE-STEP-RH,Nissan Navara – YD25 engine - VAD CMPL-SLIDE (Side step RH),stock,1,1,991158.43,178408.52,1169566.95,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,VAD CMPL SLIDE SIDE STEP RH,Other Miscellaneous Parts
284,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine VAD CMPL-SLIDE (Side step LH),VAD CMPL-SLIDE (Side step LH),Other Miscellaneous Parts,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-VAD-CMPL-SLIDE-SIDE-STEP-LH,Nissan Navara – YD25 engine - VAD CMPL-SLIDE (Side step LH),stock,1,1,991244.77,178424.06,1169668.83,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,VAD CMPL SLIDE SIDE STEP LH,Other Miscellaneous Parts
287,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Engine oil (Diesel engine oil),Engine oil (Diesel engine oil),Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ENGINE-OIL-DIESEL-ENGINE-OIL,Nissan Navara – YD25 engine - Engine oil (Diesel engine oil),stock,1,5.7,67338.30,12120.89,79459.19,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ENGINE OIL DIESEL ENGINE OIL,Service
288,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Brake fluid,Brake fluid,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BRAKE-FLUID,Nissan Navara – YD25 engine - Brake fluid,stock,1,1,39967.74,7194.19,47161.93,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BRAKE FLUID,Service
289,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Transmission oil GL4 75-W85,Transmission oil GL4 75-W85,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TRANSMISSION-OIL-GL4-75-W85,Nissan Navara – YD25 engine - Transmission oil GL4 75-W85,stock,1,5.4,53516.58,9632.98,63149.56,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TRANSMISSION OIL GL4 75 W85,Service
290,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Coolant Total,Coolant Total,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-COOLANT-TOTAL,Nissan Navara – YD25 engine - Coolant Total,stock,1,6,62661.29,11279.03,73940.32,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,COOLANT TOTAL,Service
291,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ATF FLUIDMATIC D2 1L,ATF FLUIDMATIC D2 1L,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ATF-FLUIDMATIC-D2-1L,Nissan Navara – YD25 engine - ATF FLUIDMATIC D2 1L,stock,1,2.2,178621.54,32151.88,210773.42,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ATF FLUIDMATIC D2 1L,Service
